Sorszám,Adószám,,,Név,Székhely,Felajánlott összeg (Ft),Felajánlók száma (fő),Havi bruttó átlagbér (Ft)
30112,18658529,1,19,Veszprémi Szurkolói Egyesület,8400 AJKA NEFELEJCS UTCA 46/2.,"199,846",18,"616,809"
30113,18976179,1,19,Veszprémi Szülészet-Nőgyógyászatért Alapítvány,8400 AJKA BÉKE UTCA 11. FSZT.em. 1.AJTÓ.ajtó,"605,022",40,"840,308"
30114,19263755,1,19,Veszprémi Tae Kwon Do Sportegyesület,8200 VESZPRÉM TAKÁCSKERT UTCA 6. FSZ.em. 2.ajtó,"349,957",22,"883,730"
30115,19262369,1,19,Veszprémi Telefonos Lelkisegély Alapítvány,8200 VESZPRÉM NAGY LÁSZLÓ UTCA 4.,"139,680",7,"1,108,571"
30116,19264134,1,19,Veszprémi Torna Club,8200 VESZPRÉM WARTHA V. UTCA 3.,"215,291",21,"569,553"
30117,18923786,1,19,Veszprémi Universitas Alapítvány,8200 VESZPRÉM EGYETEM UTCA 10.,"256,743",30,"475,450"
30118,19261739,1,19,Veszprémi Úszó Klub,8200 VESZPRÉM MÁRCIUS 15. UTCA,"168,845",12,"781,690"
30119,18932485,1,19,Veszprémi Vegyészekért Alapítvány,8200 VESZPRÉM BALÁCA UTCA 10.,"259,411",11,"1,310,157"
30120,18934700,1,19,Veszprémi Waldorf Egyesület,8248 NEMESVÁMOS KOSSUTH ÚT 24.,"2,222,775",175,"705,643"
30121,18929098,1,19,Veszprémi Waldorf-Pedagógiai Alapítvány,8200 VESZPRÉM SZENT ISTVÁN ÚT 12.,"355,620",28,"705,595"
30122,18927467,1,19,VESZPRÉMI ZSIDÓ ÖRÖKSÉGI ALAPÍTVÁNY,8200 VESZPRÉM MUSKÁTLI UTCA 2.,"42,931",4,"596,264"
30123,18918438,1,8,Veszprémvarsány község Kultúrájáért Közalapítvány,8438 VESZPRÉMVARSÁNY KOSSUTH UTCA 44.,"38,810",3,"718,704"
30124,18280018,1,8,Veszprémvarsány Labdarúgó Egyesület,8438 VESZPRÉMVARSÁNY KOSSUTH UTCA 44.,"579,441",34,"946,799"
30125,18599945,1,8,Veszprémvarsányi Hétszínvirág Óvoda Körzetének Gyermekeiért Alapítvány,8438 VESZPRÉMVARSÁNY ISKOLA UTCA 16.,"329,967",38,"482,408"
30126,19901349,1,19,VESZPRÉMVIDÉKI HORGÁSZ EGYESÜLET,8226 ALSÓÖRS HALÁSZ U. 9,"49,645",5,"551,611"
30127,19375272,1,19,Veszprémvölgy Kultúrájáért Egyesület,8200 VESZPRÉM KITTENBERGER KÁLMÁN UTCA 13.,"78,470",10,"435,944"
30128,18223505,1,4,Vésztői Asztalitenisz Sportegyesület,5530 VÉSZTŐ METYKÓ GY. U. 11,"146,020",14,"579,444"
30129,19356024,1,4,Vésztői Darts Club,5530 VÉSZTŐ RÓZSA UTCA 4.,"283,172",34,"462,699"
30130,18024447,1,4,VÉSZTŐI DIGITÁLIS FOTÓ EGYESÜLET,5530 VÉSZTŐ KOSSUTH LAJOS UTCA 43-47.,"2,912",1,"161,778"
30131,18390674,1,4,VÉSZTŐI KÖRÖS SPORTHORGÁSZ EGYESÜLET,5530 VÉSZTŐ VÁRKONYI UTCA 15.,"202,299",13,"864,526"
30132,18378832,1,4,Vésztői Óvodásokért Alapítvány,5530 VÉSZTŐ KOSSUTH UTCA 62.,"380,801",39,"542,452"
30133,19164814,1,4,VÉSZTŐI POLGÁROK EGYESÜLETE,5530 VÉSZTŐ KOSSUTH UTCA 63/A.,"273,709",40,"380,151"
30134,18374137,1,4,VÉSZTŐI RÁDIÓAMATŐRÖK EGYESÜLETE,5530 VÉSZTŐ CSOKONAI UTCA 12/A.,"80,264",6,"743,185"
30135,18370360,1,4,VÉSZTŐI SÉRÜLT GYERMEKEKÉRT EGYESÜLET,5530 VÉSZTŐ BOCSKAI UTCA 22/4.,"844,177",86,"545,334"
30136,18375011,1,4,Vésztői Szabó Pál Általános Iskola Tehetséges Diákjaiért Alapítvány,5530 VÉSZTŐ VÖRÖSMARTY UTCA 1-7.,"249,858",27,"514,111"
30137,18388460,1,4,Vésztői Szépkorúak Nyugdíjas Egyesület,5530 VÉSZTŐ KOSSUTH L. UTCA 43-47.,"10,849",2,"301,361"
30138,18381559,1,4,VÉSZTŐI TELEPÜLÉS-SZÉPITŐK EGYESÜLETE,5530 VÉSZTŐ KOSSUTH L. UTCA 43-47.,"681,599",62,"610,752"
30139,19309747,1,4,Vésztői Torna Klub,5530 VÉSZTŐ ZSEBENGŐ UTCA 23.,"118,127",11,"596,601"
30140,19343008,1,43,VETERÁN BUNYÓSOK Alapítvány,1126 BUDAPEST DERKOVITS UTCA 10.,"191,536",19,"560,047"
30141,18975927,1,6,Veterán Gépek Alapítvány,6800 HÓDMEZŐVÁSÁRHELY SZEGEDI ÚT 25-26.,"95,794",11,"483,808"
30142,18994522,1,9,Veterán Kulturális  Egyesület,4220 HAJDÚBÖSZÖRMÉNY BEM JÓZSEF U. 20,"215,888",26,"461,299"
30143,18143070,1,42,Veterán Rendőrök Országos Szövetsége,1062 BUDAPEST LENDVAY UTCA 14-16/ORFK. KÉSZENLÉTI RENDŐRSÉG.lh.,"57,682",3,"1,068,185"
30144,18187489,1,42,VETERÁN VOLVO KLUB MAGYARORSZÁG EGYESÜLET,1152 BUDAPEST RÁKOSMEZŐ UTCA 7.,"25,949",4,"360,403"
30145,18149131,1,2,veterán Zsiguli Egyesület,7627 PÉCS HÉTVEZÉR UTCA 13/A.,"261,021",18,"805,620"
30146,18503003,1,7,VETERÁNJÁRMŰVEK KEDVELŐINEK BARÁTI TÁRSASÁGA,2451 ERCSI BAJCSY ZS U 13,"124,839",5,"1,387,100"
30147,19064824,1,6,Veterans shooting club,6787 ZÁKÁNYSZÉK TANYA . 200.,"207,959",22,"525,149"
30148,18593736,1,9,Veterántraktor Kulturális és Hagyományőrző Egyesület,4220 HAJDÚBÖSZÖRMÉNY ZSEMBERY MAJOR 174/37.,"453,170",59,"426,714"
30149,18503364,1,7,Vetus Salina Kulturális Egyesület,2457 ADONY RÁKÓCZI FERENC U. 28,"202,459",15,"749,848"
30150,18998320,1,9,VEZÉR ÁLLATMENTŐ ALAPÍTVÁNY,4033 DEBRECEN ZELIZY DÁNIEL UTCA 3.,"453,856",27,"933,860"
30151,18187104,1,42,VEZÉR-HALLGATÓI EGYESÜLET,1141 BUDAPEST VEZÉR ÚT 112,"194,879",19,"569,822"
30152,18830864,1,16,Vezseny Polgárőr Egyesület,5093 VEZSENY TEMPLOM ÚT 1.,"12,133",2,"337,028"
30153,19353715,1,2,VI. Kerületi Cserkészekért Alapítvány,7673 KŐVÁGÓSZŐLŐS ADY ENDRE UTCA 14.,"32,112",2,"892,000"
30154,18756359,1,42,Via et Vita Nagycsaládos Egyesület,1141 BUDAPEST ÖV UTCA 39.-41.,"66,268",4,"920,389"
30155,18260182,1,41,VIA MARGARITARUM ZARÁNDOK EGYESÜLET,1132 BUDAPEST KÁDÁR UTCA 9-11. VII.em. 85.a.,"51,942",7,"412,238"
30156,18903788,1,42,Via Neerlandica Egyesület,1074 BUDAPEST HUSZÁR UTCA 10. 3.em. 19.ajtó,"71,665",8,"497,674"
30157,18001271,1,42,Via Veritatis Alapítvány,1141 BUDAPEST ÖV UTCA 39.-41.,"767,289",61,"698,806"
30158,18714588,1,13,Via Viridis-Zöld Út Ifjúsági és Környezetvédelmi Egyesület,2095 PILISSZÁNTÓ BÉKE UTCA 17.,"307,673",19,"899,629"
30159,18115989,1,41,VIA VITA VERITAS ALAPÍTVÁNY,1051 BUDAPEST MÉRLEG UTCA 12. 4.EM.em. 3.ajtó,"4,630",1,"257,222"
30160,19171621,1,13,VIADAL SPORT EGYESÜLET,2092 BUDAKESZI SZÉL U. 39,"412,342",24,"954,495"
30161,18878428,1,19,Viadukt Bridzs Sportegyesület,8200 VESZPRÉM HÉRICS UTCA 3./D.,"48,953",4,"679,903"
30162,18368503,1,3,VIATICUM Természet és Környezetvédelmi  Alapítvány,6050 LAJOSMIZSE MIZSE TANYA 360.,"6,098",1,"338,778"
30163,18754876,1,42,Viator Természetjáró és Kulturális Egyesület,1085 BUDAPEST HORÁNSZKY UTCA 20.,"297,000",15,"1,100,000"
30164,18022933,1,13,VICTORIA A GYERMEKEKÉRT Egészségvédelmi Közhasznú Alapítvány,2120 DUNAKESZI PALLAG UTCA 37.,"630,204",38,"921,351"
30165,18975862,1,19,Victoria Art & Sport Egyesület,8411 VESZPRÉM CSIMORKA UTCA 37.,"182,621",17,"596,801"
30166,18742239,1,6,VICTORIA FITNESS SPORTEGYESÜLET,6640 CSONGRÁD ÚJ UTCA 2.,"115,795",13,"494,850"
30167,18455625,1,6,Victoria Sportegyesület Mórahalom,6782 MÓRAHALOM SZENTHÁROMSÁG TÉR 1.,"351,665",38,"514,130"
30168,18736942,1,9,Victory Debreceni Sportegyesület,4034 DEBRECEN LUTHER UTCA 20.,"179,588",18,"554,284"
30169,18820085,1,16,VICTORY Martfűi Kyokushin Karate Klub,5435 MARTFŰ MÁRTÍROK ÚT 1.,"975,643",54,"1,003,748"
30170,18223914,1,18,VICTUS EGYESÜLET,9600 SÁRVÁR DÓZSA GYÖRGY UTCA 36.,"81,668",5,"907,422"
30171,18714784,2,13,VICUS TEUTO ÖRÖKSÉGVÉDELMI ALAPÍTVÁNY,2040 BUDAÖRS VÍG U. 57,"9,869",1,"548,278"
30172,18007590,1,43,VICUS XI. Közalapítvány,1113 BUDAPEST BOCSKAI ÚT 39-41.,"8,581",2,"238,361"
30173,19384809,1,19,VIDÁM APRÓFALVA KÖZHASZNÚ ALAPÍTVÁNY A GYERMEKEK FEJLŐDÉSÉNEK ELŐSEGÍTÉSÉRE,8484 SOMLÓVECSE PETŐFI S. UTCA 27.,"29,215",3,"541,019"
30174,18931745,1,19,Vidám Bóbiták Alapítvány,8200 VESZPRÉM HASZKOVÓ UTCA 23.,"545,052",61,"496,404"
30175,18484339,1,7,VIDAM EGESZSEGES GYERMEKEKERT 2000 UTAN IS ALAPITVANY,8000 SZÉKESFEHÉRVÁR SZIGET UTCA 1.,"1,127,631",75,"835,282"
30176,18997336,1,9,VIDÁM ÉVEK ALAPÍTVÁNY A NÁDUDVARI ÓVODÁSOKÉRT,4181 NÁDUDVAR KOSSUTH U. 8,"452,054",38,"660,898"
30177,18947128,1,11,Vidám Gyermekek Alapítvány,2800 TATABÁNYA VÉRTANÚK TERE 5.,"180,940",15,"670,148"
30178,18025448,1,42,Vidám Gyermekekért - Jusztina  Alapítvány,1068 BUDAPEST VÁROSLIGETI FASOR 40.,"36,917",5,"410,189"
30179,18802326,1,15,Vidám Gyermekévek Alapítvány,4400 NYÍREGYHÁZA VÉCSEY UTCA 29.,"174,062",24,"402,921"
30180,18981805,1,8,VIDÁM KÖLYKÖK KÖZHASZNÚ EGYESÜLET,9026 GYŐR GALÁNTAI ÚT 34,"122,570",6,"1,134,907"
30181,18792832,1,15,Vidám Közösségi Osztályok Alapítvány,4400 NYÍREGYHÁZA KÓRHÁZ U. 13,"652,270",76,"476,806"
30182,18591150,1,10,VIDÁM MANCSOK ÁLLATVÉDŐ EGYESÜLET,3300 EGER VALLON UTCA 7. IV.em. 14.ajtó,"570,235",58,"546,202"
30183,19296009,1,43,Vidám Napsugarak Alapítvány,1239 BUDAPEST GRASSALKOVICH ÚT 279.,"508,828",54,"523,486"
30184,18295029,1,43,Vidám Oroszlán - Izsó Veronikáért Alapítvány,1183 BUDAPEST SZENT LŐRINC SÉTÁNY 6. B.LPH.lh. II.em. 21.a.,"2,054,953",133,"858,376"
30185,18787962,1,42,Vidám Ovis Évek Alapítvány,1155 BUDAPEST TÓTH ISTVÁN UTCA 98.,"179,909",13,"768,842"
30186,18297186,1,41,Vidám Segítők Közhasznú Alapítvány,1037 BUDAPEST TARHOS UTCA 184-186/A.,"96,977",7,"769,659"
30187,18449929,1,5,VIDÁM SZIGET ALAPÍTVÁNY,3600 ÓZD KAZINCZY FERENC UTCA 2/A.,"176,890",17,"578,072"
30188,18133796,1,41,VIDÁM VIDRAKÖLYKÖK SPORT EGYESÜLET,1021 BUDAPEST ALSÓ VÖLGY UTCA 12/B. 1.EM.em. 1.A.ajtó,"464,312",40,"644,878"
30189,18787553,1,5,VIDÁM ZÓNA ALAPÍTVÁNY,3400 MEZŐKÖVESD FECSKE ÚT 10.,"37,488",3,"694,222"
30190,19637925,1,43,Vidámság Háza Alapítvány,1181 BUDAPEST VÖRÖSMARTY MIHÁLY UTCA 64.,"2,513,808",167,"836,263"
30191,19701565,1,43,Vidámság Háza Alapítvány,1091 BUDAPEST IFJÚMUNKÁS UTCA 1.,"755,258",56,"749,264"
30192,19235372,1,20,"Vidék - Turisztikai, Kulturális és Sport Egyesület",8864 TÓTSZERDAHELY PETŐFI UTCA 34.,"38,108",4,"529,278"
30193,18032578,1,15,Vidék Kincse Egyesület,4467 SZABOLCS TISZAFOLYÓ UTCA 2.,"39,081",5,"434,233"
30194,19318439,1,19,"Vidéken ""Bénázók"", a vidéki életet támogató Egyesület",8426 PÉNZESGYŐR BÉKE UTCA 15.,"190,096",18,"586,716"
30195,18967669,1,20,Vidéken Élők Esélyeiért Egyesület,8960 LENTI CSÖRGŐ UTCA 21.,"1,601",1,"88,944"
30196,18638734,1,12,VIDÉKFEJLESZTŐK NÓGRÁDI EGYESÜLETE,3170 SZÉCSÉNY DUGONICS ÚT 1/B. FSZT.em. 1.ajtó,"28,497",3,"527,722"
30197,19318680,1,2,Vidéki Életmentő Egyesület,7726 VÉMÉND TAVASZ UTCA 1.,"14,611",2,"405,861"
30198,18521542,1,9,Vidéki Fogyasztókért Közhasznú Egyesület,4002 DEBRECEN NAGYCSERE TANYA 105.,"582,370",69,"468,897"
30199,18808243,2,15,Vidéki Kulturált Ifjúságért Egyesület,4400 NYÍREGYHÁZA SZÁZADOS U. 36,"546,145",67,"452,857"
30200,19304058,1,5,Vidéki Logika Egyesület,3853 PERE KOSSUTH LAJOS ÚT 73.,"20,471",3,"379,093"
30201,19358411,1,15,Vidéki Önfenntartásért Természetvédelmi és Turisztikai Egyesület,4600 KISVÁRDA KÖRTE UTCA 8.,"12,556",4,"174,389"
30202,19328823,1,12,Vidékünkért Egyesület,3075 MÁRKHÁZA RÁKÓCZI ÚT 8.,"97,295",9,"600,586"
30203,18489286,1,7,VIDEOTON DOLGOZOKERT ALAPITVANY,8000 SZÉKESFEHÉRVÁR BERENYI UT 72-100,"2,506,831",179,"778,036"
30204,18489035,1,7,VIDEOTON FCF BARATI KOR EGYESULET,8000 SZÉKESFEHÉRVÁR CSIKVAR U 10,"385,176",33,"648,444"
30205,19822822,1,7,VIDEOTON Horgász Egyesület,8000 SZÉKESFEHÉRVÁR SZIGET UTCA 41.,"28,958",1,"1,608,778"
30206,18492020,2,7,VIDEOTON LABDARUGO KOZALAPITVANY,8000 SZÉKESFEHÉRVÁR CSIKVARI U 10,"123,135",10,"684,083"
30207,19239084,1,41,VIDES MAGYARORSZÁG Alapítvány,1029 BUDAPEST ZÁRDA UTCA 2.,"425,663",20,"1,182,397"
30208,18556300,1,9,Vidi-Ér Vidért Közhasznú Egyesület,4086 HAJDÚBÖSZÖRMÉNY -HAJDÚVID KRÚDY GYULA UTCA 4.,"97,451",13,"416,457"
30209,18793912,1,15,VIDISZEGI SPORTHOTGÁSZ ÉS TERMÉSZETVÉDŐ EGYESÜLET,4813 GYÜRE ÁRPÁD ÚT 54,"130,040",20,"361,222"
30210,18310634,1,2,Vidorka Alapítvány,7624 PÉCS SZIGETI ÚT 12.,"687,721",54,"707,532"
30211,18522127,1,4,Vidra- Körös-Kondor Mentőcsoport Egyesület,5500 GYOMAENDRŐD VÍZMŰ SOR 2/1.,"182,302",28,"361,710"
30212,19132248,1,10,VIDRÓCZKI ALAPÍTVÁNY,3200 GYÖNGYÖS BARÁTOK TERE 3.,"334,617",35,"531,138"
30213,18946653,1,43,Vietnami Buddhista Kulturális Központ,1181 BUDAPEST GYÖMRŐI ÚT 79-83. 18.LPH.lh. 1.EM.em.,"1,713,671",311,"306,122"
30214,18538438,1,8,Víg Zoltán Emlék ? Alapítvány,9112 SOKORÓPÁTKA ÖREG UTCA 1.,"288,300",27,"593,210"
30215,19311322,1,14,Vigadóhegy42 Egyesület,7257 MOSDÓS . . 888/1.HRSZ.,"4,253",1,"236,278"
30216,14007505,2,13,VIGADÓ KULTURÁLIS ÉS CIVIL KÖZPONT NONPROFIT KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,2200 MONOR KOSSUTH L. UTCA 65-67.,"429,836",30,"795,993"
30217,18291537,1,13,"VIGANDA, A BOLDOGABB EMBERÉRT ALAPÍTVÁNY",2011 BUDAKALÁSZ BOKROS KÖZ 5. A.LPH.lh. I.em. 3.ajtó,"22,315",2,"619,861"
30218,18376768,1,4,VIGIL SZABADIDÖSPORT KLUB,5540 SZARVAS TESSEDIK SÁMUEL UTCA 61.,"191,520",20,"532,000"
30219,19660554,1,41,Vigilia Keresztény Kulturális Alapítvány,1052 BUDAPEST PIARISTA KÖZ 1.,"76,219",5,"846,878"
30220,18218123,1,8,Vigó Sport Egyesület,9200 MOSONMAGYARÓVÁR BARTÓK BÉLA UTCA 30.,"201,353",13,"860,483"
30221,23395819,2,41,Vígszínház Nonprofit Korlátolt Felelősségű Társaság,1137 BUDAPEST SZENT ISTVÁN KÖRÚT 14.,"433,163",33,"729,231"
30222,18489822,1,7,VIGYAZO KEZ GYERMEKVEDELMI EGYESULET,8000 SZÉKESFEHÉRVÁR TÁTRA UTCA 61.,"791,007",58,"757,670"
30223,15517021,2,42,VIGYÁZÓ SÁNDOR MŰVELŐDÉSI KÖZPONT,1173 BUDAPEST PESTI ÚT 113.,"89,469",4,"1,242,625"
30224,18281057,1,13,Vigyázók Had-és Kultúrtörténeti Egyesület,2000 SZENTENDRE RADNÓTI MIKLÓS UTCA 11. I.em. 8.ajtó,"541,784",34,"885,268"
30225,18740598,1,7,Vigyázz Rám Alapítvány a Csóri Csivitelő Óvoda Gyermekeiért,8041 CSÓR FŐ TÉR 10.,"474,146",69,"381,760"
30226,18990432,1,9,Vigyázzunk életet adó vizeinkre Egyesület,4033 DEBRECEN VERES PÉTER UTCA 28.,"45,297",4,"629,125"
30227,18196384,1,42,VIGYÉL HAZA ALAPÍTVÁNY,1174 BUDAPEST ADY ENDRE UTCA 12.,"21,716,666","1,800","670,267"
30228,18100129,1,42,VIHÁNCKA Egyesület,1103 BUDAPEST KADA UTCA 23.,"493,438",74,"370,449"
30229,18277676,1,10,Vihar Egyesület,3324 FELSŐTÁRKÁNY KORONÁS UTCA 18.,"210,107",21,"555,839"
30230,19235578,1,41,Vihar Tigris Sportegyesület,1044 BUDAPEST EZRED UTCA 7/1.ÉPÜLET. B.LPH.lh. TETŐTÉR.em. 2.ajtó,"226,567",25,"503,482"
30231,18202506,1,17,VIHARMADÁR ÖNKÉNTES MENTŐ EGYESÜLET,7200 DOMBÓVÁR DAMJANICH JÁNOS UTCA 6.,"115,727",11,"584,480"
30232,18279403,1,43,VIHAROS HÖLGYEK Sport Egyesület,1092 BUDAPEST ERKEL UTCA 20. IV.em. 19.ajtó,"46,599",3,"862,944"
30233,18878583,1,4,Viharsarki Állatőrség Alapítvány,5900 OROSHÁZA HAJNAL KÖZ 16.,"953,446",96,"551,763"
30234,18874572,1,4,Viharsarki Farkasok Motoros Baráti Társaság Egyesület,5700 GYULA GYÓNI GÉZA UTCA 34.,"122,948",14,"487,889"
30235,18758667,1,4,Viharsarki Koraszülöttmentő Alapítvány,5700 GYULA PETŐFI TÉR 3.,"14,551,262","1,645","491,431"
30236,19250753,1,4,Viharsarki Lovasbarátok Hagyományőrző és Szabadidős Egyesület,5530 VÉSZTŐ BATTHYÁNY UTCA 20.,"189,799",29,"363,600"
30237,18873375,1,4,Viharsarki Ökölvívó Sportegyesület,5667 MAGYARBÁNHEGYES TOMPA UTCA 18.,"16,517",5,"183,522"
30238,18022218,1,4,VIHARSARKI SPORTLÖVÉSZ EGYESÜLET,5600 BÉKÉSCSABA LENCSÉSI ÚT 128. FSZ.em. 1.ajtó,"93,169",9,"575,117"
30239,19212711,1,4,Viharsarki Terepakadályfutó Sportegyesület,5700 GYULA DOMBI LAJOS UTCA 2.,"118,599",15,"439,256"
30240,19308454,1,4,Viharsarki Vitézek Sport Egyesület,5700 GYULA BUDAPEST KÖRÚT 51. 9.em. 52.ajtó,"18,460",2,"512,778"
30241,19302702,1,4,Viharsarki Wagányok Egyesülete,5530 VÉSZTŐ KÁLVIN UTCA 13.,"117,043",15,"433,493"
30242,18370229,1,4,Viharsarok Budo Sport Egyesület,5630 BÉKÉS KÖRÖS UTCA 14.,"53,430",9,"329,815"
30243,19055541,1,4,VIHARSAROK HORGÁSZ EGYESÜLET,5630 BÉKÉS KOSSUTH UTCA 17.,"148,281",15,"549,189"
30244,18789397,1,4,Viharsarok Tenisz Alapítvány,5600 BÉKÉSCSABA ÁCHIM L. ANDRÁS UTCA 7. 9.ajtó,"410,431",38,"600,045"
30245,18381346,1,4,VIHARSAROK-CSABAGYÖNGYE Sportclub,5600 BÉKÉSCSABA OMASZTA UTCA 36/1.,"136,011",9,"839,574"
30246,19198482,1,14,VII SZ HÁZIORVOSI KÖRZETÉRT ALAPITVÁNY,8600 SIÓFOK SÁNDOR UTCA 1.,"99,961",9,"617,043"
30247,18423468,1,5,VII. sz. Óvoda Gyermekeiért Alapítvány,3400 MEZŐKÖVESD LÁSZLÓ KÁROLY U 1,"121,497",6,"1,124,972"
30248,18942154,1,42,VIK Középiskola Sportegyesület,1078 BUDAPEST HERNÁD UTCA 3.,"19,565",2,"543,472"
30249,18650583,1,42,VIK Oktatási és Szakképzési Alapítvány,1078 BUDAPEST HERNÁD UTCA 3. II.EMELET.em. 204.a.,"842,137",74,"632,235"
30250,18152573,1,9,Viki Kisállat Farm Ifjúsági és Sport Egyesület,4069 EGYEK RÓZSÁS UTCA 1/A.,"217,334",19,"635,480"
30251,19164247,1,41,Viktor-i Sportegyesület,1038 BUDAPEST KŐRÖS UTCA 44.,"115,326",8,"800,875"
30252,18945580,1,13,Viktória Alapítvány a központi idegrendszer sérült gyermekekért,2045 TÖRÖKBÁLINT ŐRHÁZ UTCA 22.,"50,108",10,"278,378"
30253,18881592,2,18,VIKTORIA FOOTBALL CLUB SZOMBATHELY,9700 SZOMBATHELY FELSŐBÜKI NAGY PÁL UTCA 28.,"119,234",14,"473,151"
30254,18988541,1,8,Viktória Lovas Sport Egyesület,9019 GYŐR PAPRÉTI ÚT 7.,"6,292",1,"349,556"
30255,18712232,1,11,VIKTÓRIA SPORT EGYESÜLET,2834 TARDOS CSALOGÁNY UTCA 40.,"77,524",6,"717,815"
30256,18334083,1,43,Világ Győzelmes Királynője Engesztelő Mozgalom Egyesület,1123 BUDAPEST ALKOTÁS UTCA 43. III.em. 3.ajtó,"50,073",2,"1,390,917"
30257,18397437,1,43,Világ Királynője Engesztelő Kápolnáért Alapítvány,1123 BUDAPEST ALKOTÁS ÚT 43.,"71,195",4,"988,819"
30258,19028509,1,2,VILÁG VILÁGOSSÁGA ALAPÍTVÁNY,7624 PÉCS NYÁR UTCA 8.,"15,224",2,"422,889"
30259,18717749,1,13,VILÁGFA KÖZHASZNÚ ALAPÍTVÁNY,2215 KÁVA DEÁK FERENC UTCA 24.,"121,161",11,"611,924"
30260,19560643,1,6,VILÁGFA KULTURÁLIS KÖZHASZNÚ EGYESÜLET,6600 SZENTES DR UHLÁR ISTVÁN U. 4,"289,381",47,"342,058"
30261,18657748,1,14,Világfa Waldorf Közhasznú Alapítvány,8614 BÁLVÁNYOS KOSSUTH LAJOS UTCA 101.,"421,268",32,"731,368"
30262,19014331,1,43,VILÁGI ZSIDÓ ISKOLA ALAPITVÁNY,1121 BUDAPEST BUDAKESZI ÚT 48.,"6,333,872",324,"1,086,055"
30263,19063672,1,10,VILÁGÍTANI FOGOK EGYESÜLET,3396 KERECSEND FŐ ÚT 154.,"1,422,687",121,"653,208"
30264,18623637,1,10,Világos Kert Alapítvány,3200 GYÖNGYÖS CSALOGÁNY UTCA 32.,"29,587",7,"234,817"
30265,18591105,1,10,Világos Szándékkal Gyöngyöstarjánért Egyesület,3036 GYÖNGYÖSTARJÁN DOBÓ ÚT 32.,"301,005",24,"696,771"
30266,18146145,2,19,Világszép Gyermekvédelmi Alapítvány,8229 PALOZNAK ZRÍNYI U. 16,"13,998,194",893,"870,859"
30267,18276307,1,42,Világ-Tér-Kép Közhasznú Egyesület,1141 BUDAPEST SZUGLÓ UTCA 82.,"342,120",56,"339,405"
30268,18580459,1,10,Vilati Eger Sportegyesület,3300 EGER FAISKOLA ÚT 9.,"94,845",6,"878,194"
30269,19802381,1,41,VILATI SPORTEGYESÜLET,1039 BUDAPEST CSALÁD UTCA 41. FSZT.em. 1.ajtó,"151,858",7,"1,205,222"
30270,18724288,1,13,VILCSEK GYULA ALAPÍTVÁNY,2623 KISMAROS LIGET UTCA 37.,"322,737",30,"597,661"
30271,18948150,1,12,VILIMI Lovas Sport Egyesület,3100 SALGÓTARJÁN IRINYI JÁNOS ÚT 2.,"290,974",14,"1,154,659"
30272,18331664,2,2,Villa Complov Sport Club,7300 KOMLÓ VÁJÁRISKOLA UTCA 3. IV.em. 13.a.,"245,568",29,"470,437"
30273,19166335,1,16,VILLA MARTINI Kulturális Értékeket Megőrző Egyesület,5440 KUNSZENTMÁRTON MÁTYÁS KIRÁLY ÚT 31.,"101,476",8,"704,694"
30274,18397389,1,43,Villám Postagalamb Sportklub,1214 BUDAPEST RÁKÓCZI FERENC ÚT 251.,"128,515",6,"1,189,954"
30275,18475537,1,41,VILLAMOSENERGIA-IPAR A SPORTÉRT ALAPÍTVÁNY,1031 BUDAPEST SZENTENDREI ÚT 207-209.,"113,883",5,"1,265,367"
30276,19148793,1,11,Villamosenergiaipari Nyugdíjas Alapítvány,2855 BOKOD 3-AS UTCA 18/2.,"8,016",3,"148,444"
30277,18730757,1,13,Villámtánc Kulturális Művészeti Sport és Tánc Egyesület,2143 KISTARCSA BRASSÓI UTCA 16.,"267,528",24,"619,278"
30278,18306246,1,2,Villány Torna Club,7773 VILLÁNY DÓZSA GYÖRGY UTCA 47.,"82,242",8,"571,125"
30279,18317497,1,2,Villányi Ifjúsági és Szabadidősport Egyesület,7773 VILLÁNY BAROSS GÁBOR UTCA 22.,"22,723",3,"420,796"
30280,18306222,1,2,VILLÁNYI NÉMET NEMZETISÉGI KULTURÁLIS EGYESÜLET,7773 VILLÁNY TELEKI ZSIGMOND UTCA 4.,"166,393",15,"616,270"
30281,18331602,1,2,Villány-környéki Aprófalvakért Közhasznú Egyesület,7773 KISJAKABFALVA FŐ UTCA 56.,"48,767",5,"541,856"
30282,18304426,1,2,VILLÁNY-SIKLÓSI BORÚT EGYESÜLET,7800 SIKLÓS FELSZABADULÁS UTCA 80/A. FSZT.em. 3.ajtó,"58,575",7,"464,881"
30283,18875690,1,13,Villási Ju Jitsu Sportegyesület,2120 DUNAKESZI PIPA UTCA 61.,"287,299",23,"693,959"
30284,18775222,1,14,VILMA HÁZA ALAPITVÁNY,7563 SOMOGYSZOB KÁLVIN U. 55,"679,415",72,"524,240"
30285,18844702,1,19,"Vilonya Helytörténeti, Helyismereti, Honismereti és Kulturális Egyesület",8194 VILONYA PETŐFI UTCA 3.,"29,097",2,"808,250"
30286,19331856,1,5,Vilyvitányi Fiatalokért Egyesület,3991 VILYVITÁNY SOMOGYI BÉLA ÚT 62,"74,823",9,"461,870"
30287,19251950,1,43,Vince Együtt Velünk Közhasznú Egyesület,1124 BUDAPEST ZÓLYOMI LÉPCSŐ 17. 1.em. 8.ajtó,"4,220,753",235,"997,814"
